"Gene_Name","Gene_ID","KEGG_ID","Pathway_Name","EC_No"
"IL20RA","53832","hsa04630","Jak-STAT signaling pathway","-"
"IL8","3576","hsa04060","Cytokine-cytokine receptor interaction","-"
"IL8","3576","hsa04062","Chemokine signaling pathway","-"
"IL8","3576","hsa04620","Toll-like receptor signaling pathway","-"
"IL8","3576","hsa04621","NOD-like receptor signaling pathway","-"
"IL8","3576","hsa04622","RIG-I-like receptor signaling pathway","-"
"IL8","3576","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","-"
"IL8","3576","hsa05131","Shigellosis","-"
"IL8","3576","hsa05142","Chagas disease (American trypanosomiasis)","-"
"IL8","3576","hsa05144","Malaria","-"
"IL8","3576","hsa05146","Amoebiasis","-"
"IL8","3576","hsa05160","Hepatitis C","-"
"IL8","3576","hsa05164","Influenza A","-"
"IL8","3576","hsa05200","Pathways in cancer","-"
"IL8","3576","hsa05219","Bladder cancer","-"
"IL8","3576","hsa05323","Rheumatoid arthritis","-"
"IL8","3576","hsa04060","Cytokine-cytokine receptor interaction","-"
"IL8","3576","hsa04062","Chemokine signaling pathway","-"
"IL8","3576","hsa04620","Toll-like receptor signaling pathway","-"
"IL8","3576","hsa04621","NOD-like receptor signaling pathway","-"
"IL8","3576","hsa04622","RIG-I-like receptor signaling pathway","-"
"IL8","3576","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","-"
"IL8","3576","hsa05131","Shigellosis","-"
"IL8","3576","hsa05133","Pertussis","-"
"IL8","3576","hsa05142","Chagas disease (American trypanosomiasis)","-"
"IL8","3576","hsa05144","Malaria","-"
"IL8","3576","hsa05146","Amoebiasis","-"
"IL8","3576","hsa05160","Hepatitis C","-"
"IL8","3576","hsa05164","Influenza A","-"
"IL8","3576","hsa05200","Pathways in cancer","-"
"IL8","3576","hsa05219","Bladder cancer","-"
"IL8","3576","hsa05323","Rheumatoid arthritis","-"
"INPP5F","22876","-","-","3.1.3.-"
"IP6K1","9807","-","-","2.7.4.21"
"ITGAV","3685","hsa04145","Phagosome","-"
"ITGAV","3685","hsa04510","Focal adhesion","-"
"ITGAV","3685","hsa04512","ECM-receptor interaction","-"
"ITGAV","3685","hsa04514","Cell adhesion molecules (CAMs)","-"
"ITGAV","3685","hsa04810","Regulation of actin cytoskeleton","-"
"ITGAV","3685","hsa05200","Pathways in cancer","-"
"ITGAV","3685","hsa05222","Small cell lung cancer","-"
"ITGAV","3685","hsa05410","Hypertrophic cardiomyopathy (HCM)","-"
"ITGAV","3685","hsa05412","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","-"
"ITGAV","3685","hsa05414","Dilated cardiomyopathy","-"
"ITPKC","80271","-","-","2.7.1.127"
"JPH4","84502","-","-","-"
"KANK4","163782","-","-","-"
"KIAA1324","57535","-","-","-"
"KIF1A","547","-","-","-"
"KIF26A","26153","-","-","-"
"KLK10","5655","-","-","3.4.21.35"
"KLK6","5653","-","-","-"
"KLRT32","3882","-","-","-"
"KLRT32","3845","hsa04010","MAPK signaling pathway","-"
"KLRT32","3845","hsa04012","ErbB signaling pathway","-"
"KLRT32","3845","hsa04062","Chemokine signaling pathway","-"
"KLRT32","3845","hsa04320","Dorso-ventral axis formation","-"
"KLRT32","3845","hsa04360","Axon guidance","-"
"KLRT32","3845","hsa04370","VEGF signaling pathway","-"
"KLRT32","3845","hsa04530","Tight junction","-"
"KLRT32","3845","hsa04540","Gap junction","-"
"KLRT32","3845","hsa04650","Natural killer cell mediated cytotoxicity","-"
"KLRT32","3845","hsa04660","T cell receptor signaling pathway","-"
"KLRT32","3845","hsa04662","B cell receptor signaling pathway","-"
"KLRT32","3845","hsa04664","Fc epsilon RI signaling pathway","-"
"KLRT32","3845","hsa04720","Long-term potentiation","-"
"KLRT32","3845","hsa04722","Neurotrophin signaling pathway","-"
"KLRT32","3845","hsa04730","Long-term depression","-"
"KLRT32","3845","hsa04810","Regulation of actin cytoskeleton","-"
"KLRT32","3845","hsa04910","Insulin signaling pathway","-"
"KLRT32","3845","hsa04912","GnRH signaling pathway","-"
"KLRT32","3845","hsa04914","Progesterone-mediated oocyte maturation","-"
"KLRT32","3845","hsa04916","Melanogenesis","-"
"KLRT32","3845","hsa04960","Aldosterone-regulated sodium reabsorption","-"
"KLRT32","3845","hsa05160","Hepatitis C","-"
"KLRT32","3845","hsa05200","Pathways in cancer","-"
"KLRT32","3845","hsa05210","Colorectal cancer","-"
"KLRT32","3845","hsa05211","Renal cell carcinoma","-"
"KLRT32","3845","hsa05212","Pancreatic cancer","-"
"KLRT32","3845","hsa05213","Endometrial cancer","-"
"KLRT32","3845","hsa05214","Glioma","-"
"KLRT32","3845","hsa05215","Prostate cancer","-"
"KLRT32","3845","hsa05216","Thyroid cancer","-"
"KLRT32","3845","hsa05218","Melanoma","-"
"KLRT32","3845","hsa05219","Bladder cancer","-"
"KLRT32","3845","hsa05220","Chronic myeloid leukemia","-"
"KLRT32","3845","hsa05221","Acute myeloid leukemia","-"
"KLRT32","3845","hsa05223","Non-small cell lung cancer","-"
"KYNU","8942","hsa00380","Tryptophan metabolism","3.7.1.3"
"KYNU","8942","hsa01100","Metabolic pathways","3.7.1.3"
"LAMB1","3912","hsa04510","Focal adhesion","-"
"LAMB1","3912","hsa04512","ECM-receptor interaction","-"
"LAMB1","3912","hsa05145","Toxoplasmosis","-"
"LAMB1","3912","hsa05146","Amoebiasis","-"
"LAMB1","3912","hsa05200","Pathways in cancer","-"
"LAMB1","3912","hsa05222","Small cell lung cancer","-"
"LCN2","3934","-","-","-"
"LDB2","9079","-","-","-"
"LGALS3","3958","-","-","-"
"LGALS3","3958","-","-","-"
"LIMS1","3987","-","-","-"
"LMOD1","25802","-","-","-"
"LOX","4015","-","-","1.4.3.13"
"LOXL3","84695","-","-","-"
"LRCH2","57631","-","-","-"
"LRP1","4035","hsa05010","Alzheimer's disease","-"
"LRP1","4035","hsa05144","Malaria","-"
"LRRN1","57633","-","-","-"
"LTBP4","8425","-","-","-"
"MAPRE1","22919","-","-","-"
"MARCO","8685","hsa04145","Phagosome","-"
"MASP1","5648","hsa04610","Complement and coagulation cascades","3.4.21.-"
"MASP1","5648","hsa05150","Staphylococcus aureus infection","3.4.21.-"
"MDM2","4193","hsa04110","Cell cycle","6.3.2.19"
"MDM2","4193","hsa04115","p53 signaling pathway","6.3.2.19"
"MDM2","4193","hsa04120","Ubiquitin mediated proteolysis","6.3.2.19"
"MDM2","4193","hsa04144","Endocytosis","6.3.2.19"
"MDM2","4193","hsa05200","Pathways in cancer","6.3.2.19"
"MDM2","4193","hsa05214","Glioma","6.3.2.19"
"MDM2","4193","hsa05215","Prostate cancer","6.3.2.19"
"MDM2","4193","hsa05218","Melanoma","6.3.2.19"
"MDM2","4193","hsa05219","Bladder cancer","6.3.2.19"
"MDM2","4193","hsa05220","Chronic myeloid leukemia","6.3.2.19"
"MED13L","23389","-","-","-"
"MEG3","55384","-","-","-"
"MGC16121","84848","-","-","-"
"MLH1","4292","hsa03430","Mismatch repair","-"
"MLH1","4292","hsa05200","Pathways in cancer","-"
"MLH1","4292","hsa05210","Colorectal cancer","-"
"MLH1","4292","hsa05213","Endometrial cancer","-"
"MLH3","27030","hsa03430","Mismatch repair","-"
"MME","4311","hsa04614","Renin-angiotensin system","3.4.24.11"
"MME","4311","hsa04640","Hematopoietic cell lineage","3.4.24.11"
"MME","4311","hsa04974","Protein digestion and absorption","3.4.24.11"
"MME","4311","hsa05010","Alzheimer's disease","3.4.24.11"
"MMP10","4319","-","-","3.4.24.22"
"MMP26","56547","-","-","3.4.24.1"
"MMP7","4316","hsa04310","Wnt signaling pathway","3.4.24.23"
"MMP7","4316","hsa01100","Metabolic pathways","1.14.99.1"
"MMP9","4318","hsa04670","Leukocyte transendothelial migration","3.4.24.35"
"MMP9","4318","hsa05200","Pathways in cancer","3.4.24.35"
"MMP9","4318","hsa05219","Bladder cancer","3.4.24.35"
"MRPL3","11222","-","-","-"
"MS4A6","64231","-","-","-"
"MSX2","4488","-","-","-"
"MT1E","4493","hsa04978","Mineral absorption","-"
"MTHFR","4524","hsa00670","One carbon pool by folate","1.5.1.20"
"MTHFR","4524","hsa01100","Metabolic pathways","1.5.1.20"
"MUM1L1","139221","-","-","-"
"MVD","4597","hsa00900","Terpenoid backbone biosynthesis","4.1.1.33"
"MVD","4597","hsa01100","Metabolic pathways","4.1.1.33"
"NCOA3","8202","-","-","2.3.1.48"
"NCOA3","8202","-","-","2.3.1.48"
"NDC80","10403","-","-","-"
"NDN","4692","-","-","-"
"NDRG1","10397","-","-","-"
"NDUFA2","4695","hsa00190","Oxidative phosphorylation","-"
"NDUFA2","4695","hsa01100","Metabolic pathways","-"
"NDUFA2","4695","hsa05010","Alzheimer's disease","-"
"NDUFA2","4695","hsa05012","Parkinson's disease","-"
"NDUFA2","4695","hsa05016","Huntington's disease","-"
"NFE2L2","4780","hsa04141","Protein processing in endoplasmic reticulum","-"
"NFIB","4781","-","-","-"
"NFKB1","4790","hsa04010","MAPK signaling pathway","-"
"NFKB1","4790","hsa04062","Chemokine signaling pathway","-"
"NFKB1","4790","hsa04210","Apoptosis","-"
"NFKB1","4790","hsa04380","Osteoclast differentiation","-"
"NFKB1","4790","hsa04620","Toll-like receptor signaling pathway","-"
"NFKB1","4790","hsa04621","NOD-like receptor signaling pathway","-"
"NFKB1","4790","hsa04622","RIG-I-like receptor signaling pathway","-"
"NFKB1","4790","hsa04623","Cytosolic DNA-sensing pathway","-"
"NFKB1","4790","hsa04660","T cell receptor signaling pathway","-"
"NFKB1","4790","hsa04662","B cell receptor signaling pathway","-"
"NFKB1","4790","hsa04722","Neurotrophin signaling pathway","-"
"NFKB1","4790","hsa04920","Adipocytokine signaling pathway","-"
"NFKB1","4790","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","-"
"NFKB1","4790","hsa05131","Shigellosis","-"
"NFKB1","4790","hsa05140","Leishmaniasis","-"
"NFKB1","4790","hsa05142","Chagas disease (American trypanosomiasis)","-"
"NFKB1","4790","hsa05145","Toxoplasmosis","-"
"NFKB1","4790","hsa05146","Amoebiasis","-"
"NFKB1","4790","hsa05152","Tuberculosis","-"
"NFKB1","4790","hsa05160","Hepatitis C","-"
"NFKB1","4790","hsa05162","Measles","-"
"NFKB1","4790","hsa05164","Influenza A","-"
"NFKB1","4790","hsa05200","Pathways in cancer","-"
"NFKB1","4790","hsa05212","Pancreatic cancer","-"
"NFKB1","4790","hsa05215","Prostate cancer","-"
"NFKB1","4790","hsa05220","Chronic myeloid leukemia","-"
"NFKB1","4790","hsa05221","Acute myeloid leukemia","-"
"NFKB1","4790","hsa05222","Small cell lung cancer","-"
"NFKB1","4790","hsa04010","MAPK signaling pathway","-"
"NFKB1","4790","hsa04062","Chemokine signaling pathway","-"
"NFKB1","4790","hsa04210","Apoptosis","-"
"NFKB1","4790","hsa04380","Osteoclast differentiation","-"
"NFKB1","4790","hsa04620","Toll-like receptor signaling pathway","-"
"NFKB1","4790","hsa04621","NOD-like receptor signaling pathway","-"
"NFKB1","4790","hsa04622","RIG-I-like receptor signaling pathway","-"
"NFKB1","4790","hsa04623","Cytosolic DNA-sensing pathway","-"
"NFKB1","4790","hsa04660","T cell receptor signaling pathway","-"
"NFKB1","4790","hsa04662","B cell receptor signaling pathway","-"
"NFKB1","4790","hsa04722","Neurotrophin signaling pathway","-"
"NFKB1","4790","hsa04920","Adipocytokine signaling pathway","-"
"NFKB1","4790","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","-"
"NFKB1","4790","hsa05131","Shigellosis","-"
"NFKB1","4790","hsa05133","Pertussis","-"
"NFKB1","4790","hsa05140","Leishmaniasis","-"
"NFKB1","4790","hsa05142","Chagas disease (American trypanosomiasis)","-"
"NFKB1","4790","hsa05145","Toxoplasmosis","-"
"NFKB1","4790","hsa05146","Amoebiasis","-"
"NFKB1","4790","hsa05152","Tuberculosis","-"
"NFKB1","4790","hsa05160","Hepatitis C","-"
"NFKB1","4790","hsa05162","Measles","-"
"NFKB1","4790","hsa05164","Influenza A","-"
"NFKB1","4790","hsa05200","Pathways in cancer","-"
"NFKB1","4790","hsa05212","Pancreatic cancer","-"
"NFKB1","4790","hsa05215","Prostate cancer","-"
"NFKB1","4790","hsa05220","Chronic myeloid leukemia","-"
"NFKB1","4790","hsa05221","Acute myeloid leukemia","-"
"NFKB1","4790","hsa05222","Small cell lung cancer","-"
"NGFRAP1","27018","hsa04722","Neurotrophin signaling pathway","-"
"NID","4811","-","-","-"
"NKX2-1","7080","-","-","-"
"NKX2-1","7080","-","-","-"
"NME1","4830","hsa00230","Purine metabolism","2.7.4.6"
"NME1","4830","hsa00240","Pyrimidine metabolism","2.7.4.6"
"NME1","4830","hsa01100","Metabolic pathways","2.7.4.6"
"NME2","4831","hsa00230","Purine metabolism","2.7.4.6"
"NME2","4831","hsa00240","Pyrimidine metabolism","2.7.4.6"
"NME2","4831","hsa01100","Metabolic pathways","2.7.4.6"
"NPDC1","56654","-","-","-"
"NPR1","4881","hsa00230","Purine metabolism","4.6.1.2"
"NPR1","4881","hsa04270","Vascular smooth muscle contraction","4.6.1.2"
"NPTX1","4884","-","-","-"
"NR3C1","2908","hsa04080","Neuroactive ligand-receptor interaction","-"
"NSDHL","50814","hsa00100","Steroid biosynthesis","1.1.1.170"
"NSDHL","50814","hsa01100","Metabolic pathways","1.1.1.170"
"NT5E","4907","hsa00230","Purine metabolism","3.1.3.5"
"NT5E","4907","hsa00240","Pyrimidine metabolism","3.1.3.5"
"NT5E","4907","hsa00760","Nicotinate and nicotinamide metabolism","3.1.3.5"
"NT5E","4907","hsa01100","Metabolic pathways","3.1.3.5"
"NUP107","57122","hsa03013","RNA transport","-"
"OGN","4969","-","-","-"
"OLFM1","10439","-","-","-"
"OSR2","116039","-","-","-"
"P2RY14","9934","hsa04080","Neuroactive ligand-receptor interaction","-"
"PA2G4","5036","-","-","-"
"PAFAHIB3","5050","hsa00565","Ether lipid metabolism","3.1.1.47"
"PAFAHIB3","5050","hsa01100","Metabolic pathways","3.1.1.47"
"PAK3","5063","hsa04012","ErbB signaling pathway","2.7.11.1"
"PAK3","5063","hsa04360","Axon guidance","2.7.11.1"
"PAK3","5063","hsa04510","Focal adhesion","2.7.11.1"
"PAK3","5063","hsa04660","T cell receptor signaling pathway","2.7.11.1"
"PAK3","5063","hsa04810","Regulation of actin cytoskeleton","2.7.11.1"
"PAK3","5063","hsa05211","Renal cell carcinoma","2.7.11.1"
"PAPPA","5069","-","-","3.4.24.79"
"PARM1","25849","-","-","-"
"PARP1","142","hsa03410","Base excision repair","2.4.2.30"
"PAWR","5074","-","-","-"
"PAWR","5074","-","-","-"
"PDGFRA","5156","hsa04010","MAPK signaling pathway","2.7.10.1"
"PDGFRA","5156","hsa04020","Calcium signaling pathway","2.7.10.1"
"PDGFRA","5156","hsa04060","Cytokine-cytokine receptor interaction","2.7.10.1"
"PDGFRA","5156","hsa04144","Endocytosis","2.7.10.1"
"PDGFRA","5156","hsa04510","Focal adhesion","2.7.10.1"
"PDGFRA","5156","hsa04540","Gap junction","2.7.10.1"
"PDGFRA","5156","hsa04810","Regulation of actin cytoskeleton","2.7.10.1"
"PDGFRA","5156","hsa05200","Pathways in cancer","2.7.10.1"
"PDGFRA","5156","hsa05214","Glioma","2.7.10.1"
"PDGFRA","5156","hsa05215","Prostate cancer","2.7.10.1"
"PDGFRA","5156","hsa05218","Melanoma","2.7.10.1"
"PDYN","5173","-","-","-"
"PEG3","5178","-","-","-"
"PGGT1B","5229","-","-","2.5.1.59"
"PGR","5241","hsa04114","Oocyte meiosis","-"
"PGR","5241","hsa04914","Progesterone-mediated oocyte maturation","-"
"PID1","55022","-","-","-"
"PITX1","5307","-","-","-"
"PLA2G4A","5321","hsa00564","Glycerophospholipid metabolism","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa00565","Ether lipid metabolism","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa00590","Arachidonic acid metabolism","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa00591","Linoleic acid metabolism","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa00592","alpha-Linolenic acid metabolism","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa01100","Metabolic pathways","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04010","MAPK signaling pathway","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04270","Vascular smooth muscle contraction","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04370","VEGF signaling pathway","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04664","Fc epsilon RI signaling pathway","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04666","Fc gamma R-mediated phagocytosis","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04730","Long-term depression","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04912","GnRH signaling pathway","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04972","Pancreatic secretion","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa04975","Fat digestion and absorption","3.1.1.5 3.1.1.4"
"PLA2G4A","5321","hsa05145","Toxoplasmosis","3.1.1.5 3.1.1.4"
"PLAG1","5324","-","-","-"
"PLAU","5328","hsa04610","Complement and coagulation cascades","3.4.21.73"
"PLAUR","5329","hsa04610","Complement and coagulation cascades","-"
"PLEKHH2","130271","-","-","-"
"POLE3","54107","hsa00230","Purine metabolism","2.7.7.7"
"POLE3","54107","hsa00240","Pyrimidine metabolism","2.7.7.7"
"POLE3","54107","hsa01100","Metabolic pathways","2.7.7.7"
"POLE3","54107","hsa03030","DNA replication","2.7.7.7"
"POLE3","54107","hsa03410","Base excision repair","2.7.7.7"
"POLE3","54107","hsa03420","Nucleotide excision repair","2.7.7.7"
"POLR2H","5437","hsa00230","Purine metabolism","2.7.7.6"
"POLR2H","5437","hsa00240","Pyrimidine metabolism","2.7.7.6"
"POLR2H","5437","hsa01100","Metabolic pathways","2.7.7.6"
"POLR2H","5437","hsa03020","RNA polymerase","2.7.7.6"
"POLR2H","5437","hsa04623","Cytosolic DNA-sensing pathway","2.7.7.6"
"POLR2H","5437","hsa05016","Huntington's disease","2.7.7.6"
"POM121","9883","hsa03013","RNA transport","-"
"PPAP2C","8612","hsa00561","Glycerolipid metabolism","3.1.3.4"
"PPAP2C","8612","hsa00564","Glycerophospholipid metabolism","3.1.3.4"
"PPAP2C","8612","hsa00565","Ether lipid metabolism","3.1.3.4"
"PPAP2C","8612","hsa00600","Sphingolipid metabolism","3.1.3.4"
"PPAP2C","8612","hsa01100","Metabolic pathways","3.1.3.4"
"PPAP2C","8612","hsa04666","Fc gamma R-mediated phagocytosis","3.1.3.4"
"PPAP2C","8612","hsa04975","Fat digestion and absorption","3.1.3.4"
"PPM1D","8493","hsa04115","p53 signaling pathway","3.1.3.16"
"PPPDE1","51029","-","-","-"
"PRKAR1B","5575","hsa04210","Apoptosis","2.7.11.1"
"PRKAR1B","5575","hsa04910","Insulin signaling pathway","2.7.11.1"
"PRKCA","5578","hsa04010","MAPK signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04012","ErbB signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04020","Calcium signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04070","Phosphatidylinositol signaling system","2.7.11.13"
"PRKCA","5578","hsa04270","Vascular smooth muscle contraction","2.7.11.13"
"PRKCA","5578","hsa04310","Wnt signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04370","VEGF signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04510","Focal adhesion","2.7.11.13"
"PRKCA","5578","hsa04530","Tight junction","2.7.11.13"
"PRKCA","5578","hsa04540","Gap junction","2.7.11.13"
"PRKCA","5578","hsa04650","Natural killer cell mediated cytotoxicity","2.7.11.13"
"PRKCA","5578","hsa04664","Fc epsilon RI signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04666","Fc gamma R-mediated phagocytosis","2.7.11.13"
"PRKCA","5578","hsa04670","Leukocyte transendothelial migration","2.7.11.13"
"PRKCA","5578","hsa04720","Long-term potentiation","2.7.11.13"
"PRKCA","5578","hsa04730","Long-term depression","2.7.11.13"
"PRKCA","5578","hsa04912","GnRH signaling pathway","2.7.11.13"
"PRKCA","5578","hsa04916","Melanogenesis","2.7.11.13"
"PRKCA","5578","hsa04960","Aldosterone-regulated sodium reabsorption","2.7.11.13"
"PRKCA","5578","hsa04961","Endocrine and other factor-regulated calcium reabsorption","2.7.11.13"
"PRKCA","5578","hsa04970","Salivary secretion","2.7.11.13"
"PRKCA","5578","hsa04971","Gastric acid secretion","2.7.11.13"
"PRKCA","5578","hsa04972","Pancreatic secretion","2.7.11.13"
"PRKCA","5578","hsa05110","Vibrio cholerae infection","2.7.11.13"
"PRKCA","5578","hsa05130","Pathogenic Escherichia coli infection","2.7.11.13"
"PRKCA","5578","hsa05143","African trypanosomiasis","2.7.11.13"
"PRKCA","5578","hsa05146","Amoebiasis","2.7.11.13"
"PRKCA","5578","hsa05200","Pathways in cancer","2.7.11.13"
"PRKCA","5578","hsa05214","Glioma","2.7.11.13"
"PRKCA","5578","hsa05223","Non-small cell lung cancer","2.7.11.13"
"PRKCD","5580","hsa04062","Chemokine signaling pathway","2.7.11.13"
"PRKCD","5580","hsa04270","Vascular smooth muscle contraction","2.7.11.13"
"PRKCD","5580","hsa04530","Tight junction","2.7.11.13"
"PRKCD","5580","hsa04664","Fc epsilon RI signaling pathway","2.7.11.13"
"PRKCD","5580","hsa04666","Fc gamma R-mediated phagocytosis","2.7.11.13"
"PRKCD","5580","hsa04722","Neurotrophin signaling pathway","2.7.11.13"
"PRKCD","5580","hsa04912","GnRH signaling pathway","2.7.11.13"
"PRKCD","5580","hsa04930","Type II diabetes mellitus","2.7.11.13"
"PSMA3","5684","hsa03050","Proteasome","3.4.25.1"
"PTEN","5728","hsa00562","Inositol phosphate metabolism","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa04070","Phosphatidylinositol signaling system","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa04115","p53 signaling pathway","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa04510","Focal adhesion","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa04530","Tight junction","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa05200","Pathways in cancer","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa05213","Endometrial cancer","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa05214","Glioma","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa05215","Prostate cancer","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa05218","Melanoma","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTEN","5728","hsa05222","Small cell lung cancer","3.1.3.67; 3.1.3.16; 3.1.3.48"
"PTGS1","5742","hsa00590","Arachidonic acid metabolism","1.14.99.1"
"PTGS1","5742","hsa01100","Metabolic pathways","1.14.99.1"
"PTGS2","5743","hsa00590","Arachidonic acid metabolism","1.14.99.1"
"PTGS2","5743","hsa01100","Metabolic pathways","1.14.99.1"
"PTGS2","5743","hsa04370","VEGF signaling pathway","1.14.99.1"
"PTGS2","5743","hsa05140","Leishmaniasis","1.14.99.1"
"PTGS2","5743","hsa05200","Pathways in cancer","1.14.99.1"
"PTGS2","5743","hsa05222","Small cell lung cancer","1.14.99.1"
"PTGS2","5743","hsa00590","Arachidonic acid metabolism","1.14.99.1"
"PTPRC","5788","hsa04660","T cell receptor signaling pathway","3.1.3.48"
"PTPRC","5788","hsa04666","Fc gamma R-mediated phagocytosis","3.1.3.48"
"PTPRC","5788","hsa05340","Primary immunodeficiency","3.1.3.48"
"PTPRC","5788","hsa04010","MAPK signaling pathway","-"
"PYCARD","29108","hsa04621","NOD-like receptor signaling pathway","-"
"PYCARD","29108","hsa04623","Cytosolic DNA-sensing pathway","-"
"RAB2A","5862","-","-","-"
"RAD51 ","5888","hsa03440","Homologous recombination","-"
"RAD51 ","5888","hsa05200","Pathways in cancer","-"
"RAD51 ","5888","hsa05212","Pancreatic cancer","-"
"RAMP1","10267","-","-","-"
"RARRES1","5918","-","-","-"
"RASGEF1A","221002","-","-","-"
"RASSF1","11186","hsa05200","Pathways in cancer","-"
"RASSF1","11186","hsa05219","Bladder cancer","-"
"RASSF1","11186","hsa05223","Non-small cell lung cancer","-"
"RASSF2","9770","-","-","-"
"RASSF6","166824","-","-","-"
"RBP1","5947","-","-","-"
"RBP1","5947","-","-","-"
"RBP7","116362","-","-","-"
"RHOC","389","-","-","-"
"RNF213","57674","-","-","-"
"RORB","6096","hsa04710","Circadian rhythm - mammal","-"
"RP54X","6191","hsa03010","Ribosome","-"
"RPS6KB1","6198","hsa04012","ErbB signaling pathway","2.7.11.1"
"RPS6KB1","6198","hsa04150","mTOR signaling pathway","2.7.11.1"
"RPS6KB1","6198","hsa04350","TGF-beta signaling pathway","2.7.11.1"
"RPS6KB1","6198","hsa04666","Fc gamma R-mediated phagocytosis","2.7.11.1"
"RPS6KB1","6198","hsa04910","Insulin signaling pathway","2.7.11.1"
"RPS6KB1","6198","hsa05221","Acute myeloid leukemia","2.7.11.1"
"RPS6KB2","6199","hsa04012","ErbB signaling pathway","2.7.11.1"
"RPS6KB2","6199","hsa04150","mTOR signaling pathway","2.7.11.1"
"RPS6KB2","6199","hsa04350","TGF-beta signaling pathway","2.7.11.1"
"RPS6KB2","6199","hsa04666","Fc gamma R-mediated phagocytosis","2.7.11.1"
"RPS6KB2","6199","hsa04910","Insulin signaling pathway","2.7.11.1"
"RPS6KB2","6199","hsa05221","Acute myeloid leukemia","2.7.11.1"
"RUNX1","861","hsa05200","Pathways in cancer","-"
"RUNX1","861","hsa05220","Chronic myeloid leukemia","-"
"RUNX1","861","hsa05221","Acute myeloid leukemia","-"
"RUNX1T1","862","hsa05200","Pathways in cancer","-"
"RUNX1T1","862","hsa05221","Acute myeloid leukemia","-"
"RUVBL1","8607","hsa04310","Wnt signaling pathway","3.6.4.12"
"S100A2","6273","-","-","-"
"S100A4","6275","-","-","-"
"SAA1","6288","-","-","-"
"SAA2","6289","-","-","-"
"SAT1","6303","hsa00330","Arginine and proline metabolism","-"
"SAT1","6303","hsa01100","Metabolic pathways","2.3.1.57"
"SCARA5","286133","-","-","-"
"SCGB2A2","4250","-","-","-"
"SDC1","6382","hsa04512","ECM-receptor interaction","-"
"SDC1","6382","hsa04514","Cell adhesion molecules (CAMs)","-"
"SDC1","6382","hsa05144","Malaria","-"
"SELP","6403","hsa04514","Cell adhesion molecules (CAMs)","-"
"SELP","6403","hsa05144","Malaria","-"
"SELP","6403","hsa05150","Staphylococcus aureus infection","-"
"SERPINA3","12","-","-","-"
"SERPINB2","5055","hsa05146","Amoebiasis","-"
"SESN3","143686","hsa04115","p53 signaling pathway","-"
"SESN3","143686","hsa04115","p53 signaling pathway","-"
"SFN","2810","hsa04110","Cell cycle","-"
"SFN","2810","hsa04115","p53 signaling pathway","-"
"SFN","2810","hsa04960","Aldosterone-regulated sodium reabsorption","-"
"SFRS3","6428","hsa03040","Spliceosome","-"
"SHBG","6462","-","-","-"
"SHD","56961","-","-","-"
"SIN3B","23309","-","-","-"
"SKP2","6502","hsa04110","Cell cycle","-"
"SKP2","6502","hsa04120","Ubiquitin mediated proteolysis","-"
"SKP2","6502","hsa05200","Pathways in cancer","-"
"SKP2","6502","hsa05222","Small cell lung cancer","-"
"SLC18A2","6751","hsa04080","Neuroactive ligand-receptor interaction","-"
"SLC24A3","57419","-","-","-"
